주문번호,사용자아이디,성별,연령대,지역,product,quantity,price,total_amount,order_date
ORD000366,user0226,여,10대,경기,모니터,10,264687,2646870,2025-03-24
ORD000367,user0246,여,10대,광주,프린터,6,379981,2279886,2025-12-28
ORD000368,user0144,여,10대,경기,노트북,8,131991,1055928,2025-11-24
ORD000369,user0276,여,40대,대전,키보드,6,145727,874362,2025-08-30
ORD000370,user0384,남,30대,광주,그래픽카드,3,462818,1388454,2025-03-19
ORD000371,user0154,남,50대,경기,충전기,3,310229,930687,2025-05-06
ORD000372,user0280,여,50대,대전,프린터,6,301277,1807662,2025-01-12
ORD000373,user0395,남,70대,대구,그래픽카드,3,405803,1217409,2025-07-04
ORD000374,user0453,남,20대,대구,충전기,8,392786,3142288,2025-04-27
ORD000375,user0171,남,60대,대전,이어폰,8,190899,1527192,2025-11-06
ORD000376,user0062,여,40대,광주,SSD,1,74541,74541,2025-09-07
ORD000377,user0271,남,50대,대구,노트북,1,437036,437036,2025-10-17
ORD000378,user0492,여,70대,기타,이어폰,7,17821,124747,2025-10-22
ORD000379,user0035,남,50대,경기,USB,6,333594,2001564,2025-02-27
ORD000380,user0409,남,50대,기타,웹캠,9,83954,755586,2025-11-29
ORD000381,user0038,여,70대,대전,충전기,4,395216,1580864,2025-08-20
ORD000382,user0170,남,20대,대구,충전기,3,342019,1026057,2025-09-28
ORD000383,user0011,여,50대,대전,노트북,7,467300,3271100,2025-11-16
ORD000384,user0005,남,30대,광주,마우스,7,10894,76258,2025-05-13
ORD000385,user0346,여,50대,기타,스피커,4,307381,1229524,2025-12-07
ORD000386,user0421,여,60대,인천,모니터,4,404663,1618652,2025-03-17
ORD000387,user0093,남,10대,서울,SSD,4,162733,650932,2025-03-07
ORD000388,user0489,남,30대,대구,CPU,9,183724,1653516,2025-04-28
ORD000389,user0156,남,40대,대전,모니터,4,106749,426996,2025-04-22
ORD000390,user0071,여,10대,광주,노트북,6,15311,91866,2025-08-16
ORD000391,user0026,여,40대,광주,모니터,4,200447,801788,2025-04-16
ORD000392,user0418,남,10대,인천,USB,7,310443,2173101,2025-10-24
ORD000393,user0084,남,10대,기타,프린터,9,64807,583263,2025-11-06
ORD000394,user0163,여,20대,부산,키보드,6,394049,2364294,2025-09-17
ORD000395,user0131,남,40대,서울,노트북,6,251598,1509588,2025-07-14
ORD000396,user0493,남,30대,대구,이어폰,7,210876,1476132,2025-02-03
ORD000397,user0435,여,20대,경기,스피커,7,496945,3478615,2025-11-26
ORD000398,user0242,남,30대,대구,노트북,7,460245,3221715,2025-03-14
ORD000399,user0290,남,20대,인천,마우스,4,93986,375944,2025-12-22
ORD000400,user0020,남,50대,부산,그래픽카드,8,400658,3205264,2025-12-05
ORD000401,user0317,여,70대,인천,태블릿,5,195879,979395,2025-03-30
ORD000402,user0266,남,60대,인천,스마트폰,3,491886,1475658,2025-02-26
ORD000403,user0255,남,30대,광주,스피커,3,16718,50154,2025-07-11
ORD000404,user0165,남,70대,서울,스마트폰,5,327061,1635305,2025-01-15
ORD000405,user0377,남,40대,서울,USB,8,18942,151536,2025-07-13
ORD000406,user0269,남,20대,경기,노트북,10,379809,3798090,2025-06-28
ORD000407,user0215,남,10대,기타,충전기,4,49299,197196,2025-08-01
ORD000408,user0069,남,30대,기타,충전기,9,231904,2087136,2025-05-12
ORD000409,user0337,여,50대,경기,충전기,3,170280,510840,2025-09-10
ORD000410,user0065,남,50대,인천,SSD,10,103910,1039100,2025-03-15
ORD000411,user0043,남,60대,광주,이어폰,4,346615,1386460,2025-11-11
ORD000412,user0116,여,20대,대전,스마트폰,2,131956,263912,2025-12-30
ORD000413,user0303,여,70대,인천,스마트폰,8,351411,2811288,2025-08-05
ORD000414,user0075,남,60대,광주,스피커,6,347660,2085960,2025-01-25
ORD000415,user0008,남,60대,서울,그래픽카드,4,96510,386040,2025-05-02
ORD000416,user0166,남,50대,기타,충전기,3,209018,627054,2025-06-26
ORD000417,user0446,여,40대,부산,충전기,4,330626,1322504,2025-11-15
ORD000418,user0226,남,60대,대전,스피커,5,287198,1435990,2025-09-21
ORD000419,user0457,남,30대,대구,SSD,6,177818,1066908,2025-09-07
ORD000420,user0340,남,60대,대구,SSD,9,240241,2162169,2025-09-23
ORD000421,user0401,여,40대,서울,USB,5,34091,170455,2025-03-06
ORD000422,user0500,여,70대,경기,키보드,2,120078,240156,2025-10-09
ORD000423,user0448,여,30대,기타,태블릿,5,67217,336085,2025-10-11
ORD000424,user0498,남,40대,부산,마우스,2,455540,911080,2025-12-15
ORD000425,user0009,남,60대,대구,USB,4,407801,1631204,2025-11-04
ORD000426,user0441,남,70대,대구,USB,3,296112,888336,2025-04-28
ORD000427,user0192,남,10대,인천,스피커,9,88426,795834,2025-11-21
ORD000428,user0432,남,50대,광주,그래픽카드,10,119624,1196240,2025-04-14
ORD000429,user0492,여,30대,광주,CPU,5,26644,133220,2025-09-25
ORD000430,user0244,여,30대,인천,프린터,7,469579,3287053,2025-06-03
ORD000431,user0129,여,20대,경기,노트북,1,40253,40253,2025-07-30
ORD000432,user0247,남,70대,부산,태블릿,3,76388,229164,2025-03-23
ORD000433,user0303,남,20대,대구,키보드,7,205996,1441972,2025-04-26
ORD000434,user0458,여,10대,인천,모니터,5,74631,373155,2025-08-16
ORD000435,user0142,여,10대,경기,USB,3,353446,1060338,2025-06-09
ORD000436,user0396,여,20대,기타,이어폰,9,54798,493182,2025-03-05
ORD000437,user0313,여,20대,경기,CPU,9,390499,3514491,2025-06-24
ORD000438,user0021,여,70대,대전,키보드,5,498805,2494025,2025-11-17
ORD000439,user0300,남,60대,기타,SSD,8,224299,1794392,2025-05-30
ORD000440,user0053,남,60대,대구,모니터,4,275118,1100472,2025-12-07
ORD000441,user0360,여,40대,서울,스피커,8,439676,3517408,2025-02-23
ORD000442,user0371,여,30대,대구,태블릿,5,442620,2213100,2025-12-08
ORD000443,user0043,남,10대,기타,모니터,5,187993,939965,2025-10-27
ORD000444,user0303,여,60대,대전,키보드,8,117071,936568,2025-12-29
ORD000445,user0311,여,50대,광주,노트북,8,294952,2359616,2025-11-05
ORD000446,user0430,남,50대,경기,키보드,2,310509,621018,2025-05-03
ORD000447,user0345,여,70대,광주,프린터,6,305151,1830906,2025-01-21
ORD000448,user0404,여,70대,기타,웹캠,6,340260,2041560,2025-09-25
ORD000449,user0205,여,60대,서울,모니터,1,493934,493934,2025-10-18
ORD000450,user0323,여,10대,대전,CPU,3,13658,40974,2025-07-31
ORD000451,user0234,여,30대,대구,스마트폰,1,383236,383236,2025-05-08
ORD000452,user0402,남,30대,기타,프린터,5,234836,1174180,2025-11-22
ORD000453,user0407,남,20대,대구,프린터,5,403973,2019865,2025-07-25
ORD000454,user0418,남,70대,기타,그래픽카드,6,410452,2462712,2025-02-15
ORD000455,user0316,남,30대,대전,키보드,6,185446,1112676,2025-02-16
ORD000456,user0319,여,60대,인천,SSD,7,165062,1155434,2025-07-15
ORD000457,user0439,여,30대,대구,SSD,4,139768,559072,2025-08-13
ORD000458,user0082,남,30대,서울,키보드,6,396717,2380302,2025-04-08
ORD000459,user0466,여,70대,인천,태블릿,10,163805,1638050,2025-11-13
ORD000460,user0048,남,60대,광주,그래픽카드,2,105133,210266,2025-05-15
ORD000461,user0175,여,40대,인천,CPU,3,376331,1128993,2025-07-17
ORD000462,user0490,여,50대,경기,스마트폰,2,444028,888056,2025-04-26
ORD000463,user0021,남,50대,인천,스피커,8,434132,3473056,2025-05-21
ORD000464,user0115,남,20대,부산,충전기,1,260256,260256,2025-11-28
ORD000465,user0007,여,20대,서울,그래픽카드,4,77219,308876,2025-11-10
ORD000466,user0225,여,50대,부산,태블릿,8,440317,3522536,2025-04-06
ORD000467,user0205,여,60대,대전,프린터,9,305556,2750004,2025-07-06
ORD000468,user0190,여,20대,대구,USB,5,227133,1135665,2025-07-02
ORD000469,user0069,여,70대,부산,SSD,2,364435,728870,2025-10-03
ORD000470,user0050,여,50대,대구,키보드,10,68509,685090,2025-11-06
ORD000471,user0179,남,40대,대전,웹캠,4,378543,1514172,2025-01-28
ORD000472,user0225,여,50대,광주,키보드,8,325432,2603456,2025-03-29
ORD000473,user0230,남,30대,기타,그래픽카드,1,294579,294579,2025-12-28
ORD000474,user0350,여,10대,대전,웹캠,3,34437,103311,2025-05-10
ORD000475,user0307,여,40대,인천,태블릿,1,375138,375138,2025-04-21
ORD000476,user0276,여,30대,부산,웹캠,8,163437,1307496,2025-09-18
ORD000477,user0393,여,70대,서울,웹캠,7,76619,536333,2025-01-28
ORD000478,user0062,남,50대,경기,USB,6,308991,1853946,2025-07-31
ORD000479,user0100,남,50대,인천,그래픽카드,3,385070,1155210,2025-04-03
ORD000480,user0476,여,60대,경기,스마트폰,1,341476,341476,2025-02-15
ORD000481,user0207,여,70대,광주,태블릿,2,497053,994106,2025-12-23
ORD000482,user0434,여,20대,경기,이어폰,8,73618,588944,2025-07-01
ORD000483,user0221,여,40대,경기,마우스,3,371809,1115427,2025-05-14
ORD000484,user0117,여,60대,경기,스마트폰,7,106175,743225,2025-08-20
ORD000485,user0132,남,50대,서울,USB,2,275657,551314,2025-01-31
ORD000486,user0087,남,50대,서울,노트북,6,51064,306384,2025-06-17
ORD000487,user0015,여,70대,경기,마우스,7,161570,1130990,2025-04-07
ORD000488,user0094,남,30대,경기,그래픽카드,10,262200,2622000,2025-12-16
ORD000489,user0192,남,40대,인천,USB,3,315425,946275,2025-03-18
ORD000490,user0319,남,50대,경기,SSD,8,16907,135256,2025-06-09
ORD000491,user0179,남,50대,인천,CPU,5,57505,287525,2025-02-21
ORD000492,user0309,남,50대,대구,충전기,8,102271,818168,2025-12-04
ORD000493,user0200,여,10대,경기,스마트폰,9,437087,3933783,2025-05-07
ORD000494,user0123,여,20대,광주,노트북,6,75124,450744,2025-07-03
ORD000495,user0472,여,70대,경기,그래픽카드,1,481567,481567,2025-09-24
ORD000496,user0336,여,50대,광주,SSD,2,348871,697742,2025-10-07
ORD000497,user0165,남,40대,부산,이어폰,4,149143,596572,2025-11-17
ORD000498,user0223,여,10대,기타,노트북,7,212937,1490559,2025-09-09
ORD000499,user0288,여,50대,광주,이어폰,2,169566,339132,2025-09-12
ORD000500,user0351,남,50대,서울,모니터,5,405143,2025715,2025-02-15
ORD000501,user0301,남,60대,대구,프린터,5,468713,2343565,2025-01-25
ORD000502,user0025,여,40대,부산,스마트폰,9,15660,140940,2025-10-03
ORD000503,user0423,여,60대,인천,USB,1,432880,432880,2025-07-09
ORD000504,user0110,남,40대,인천,CPU,1,478449,478449,2025-04-24
ORD000505,user0366,남,40대,부산,웹캠,6,39253,235518,2025-11-24
ORD000506,user0024,여,20대,경기,CPU,10,9175,91750,2025-05-29
ORD000507,user0124,여,20대,광주,그래픽카드,1,475163,475163,2025-04-27
ORD000508,user0429,여,10대,인천,마우스,6,482078,2892468,2025-11-03
ORD000509,user0343,여,40대,대전,모니터,4,326983,1307932,2025-12-01
ORD000510,user0354,남,40대,광주,태블릿,5,215540,1077700,2025-05-23
ORD000511,user0399,여,30대,서울,스피커,4,429198,1716792,2025-12-21
ORD000512,user0357,여,20대,부산,키보드,7,22914,160398,2025-11-23
ORD000513,user0082,여,10대,인천,USB,2,61439,122878,2025-06-17
ORD000514,user0379,여,60대,광주,이어폰,3,495667,1487001,2025-10-02
ORD000515,user0439,여,10대,경기,태블릿,5,150267,751335,2025-04-14
ORD000516,user0434,여,20대,인천,USB,2,291848,583696,2025-01-19
ORD000517,user0056,남,20대,서울,그래픽카드,8,252039,2016312,2025-07-18
ORD000518,user0391,남,20대,광주,웹캠,3,44834,134502,2025-07-09
ORD000519,user0074,여,50대,서울,스피커,8,388106,3104848,2025-09-15
ORD000520,user0108,여,10대,서울,마우스,4,403941,1615764,2025-06-24
ORD000521,user0090,여,40대,부산,CPU,5,484309,2421545,2025-11-26
ORD000522,user0195,남,30대,경기,모니터,1,206160,206160,2025-04-05
ORD000523,user0337,여,10대,기타,키보드,4,177102,708408,2025-05-06
ORD000524,user0148,남,20대,대구,노트북,10,278115,2781150,2025-02-27
ORD000525,user0266,남,50대,인천,프린터,2,215918,431836,2025-06-14
ORD000526,user0074,남,60대,부산,노트북,6,21148,126888,2025-07-15
ORD000527,user0030,여,70대,경기,그래픽카드,1,296022,296022,2025-04-25
ORD000528,user0280,남,10대,기타,CPU,1,296509,296509,2025-10-20
ORD000529,user0352,여,40대,부산,스피커,7,149094,1043658,2025-09-09
ORD000530,user0177,여,40대,인천,충전기,10,132094,1320940,2025-10-02
ORD000531,user0074,여,60대,인천,태블릿,6,118356,710136,2025-05-12
ORD000532,user0379,남,40대,대전,마우스,3,193978,581934,2025-01-22
ORD000533,user0364,남,40대,인천,그래픽카드,8,216152,1729216,2025-11-17
ORD000534,user0483,여,40대,광주,충전기,6,110104,660624,2025-08-20
ORD000535,user0238,여,30대,대구,스피커,8,204655,1637240,2025-07-24
ORD000536,user0272,남,20대,부산,프린터,3,380221,1140663,2025-04-08
ORD000537,user0486,여,40대,광주,스마트폰,10,103027,1030270,2025-11-26
ORD000538,user0202,남,40대,경기,USB,5,112942,564710,2025-11-30
ORD000539,user0464,여,10대,부산,모니터,8,158454,1267632,2025-06-22
ORD000540,user0081,여,50대,광주,마우스,9,467576,4208184,2025-08-15
ORD000541,user0106,여,50대,인천,이어폰,1,364839,364839,2025-12-15
ORD000542,user0080,여,50대,부산,마우스,10,404303,4043030,2025-07-30
ORD000543,user0126,남,70대,기타,스마트폰,6,246670,1480020,2025-11-09
ORD000544,user0377,남,60대,경기,SSD,10,279180,2791800,2025-02-03
ORD000545,user0005,남,30대,경기,스마트폰,2,12254,24508,2025-07-02
ORD000546,user0078,남,30대,경기,스마트폰,4,390852,1563408,2025-11-16
ORD000547,user0464,여,40대,대구,프린터,6,306895,1841370,2025-03-31
ORD000548,user0052,남,20대,인천,태블릿,5,159985,799925,2025-03-02
ORD000549,user0317,여,20대,기타,프린터,9,478223,4304007,2025-05-24
ORD000550,user0340,남,40대,경기,SSD,4,60433,241732,2025-01-21
ORD000551,user0196,여,40대,기타,마우스,3,462494,1387482,2025-01-11
ORD000552,user0419,여,40대,인천,충전기,10,361773,3617730,2025-01-11
ORD000553,user0344,여,30대,경기,CPU,8,497293,3978344,2025-07-09
ORD000554,user0070,여,60대,광주,CPU,2,93922,187844,2025-03-18
ORD000555,user0405,남,60대,대구,이어폰,2,491224,982448,2025-12-31
ORD000556,user0309,여,10대,광주,마우스,2,186971,373942,2025-07-06
ORD000557,user0263,여,50대,서울,충전기,5,101675,508375,2025-06-13
ORD000558,user0333,남,60대,대전,이어폰,3,28268,84804,2025-08-18
ORD000559,user0021,여,60대,기타,스피커,7,177956,1245692,2025-02-11
ORD000560,user0017,남,70대,서울,프린터,6,290026,1740156,2025-10-21
ORD000561,user0195,남,40대,광주,태블릿,1,159707,159707,2025-01-19
ORD000562,user0193,여,30대,광주,태블릿,5,366353,1831765,2025-12-29
ORD000563,user0483,여,60대,대전,USB,6,70384,422304,2025-04-09
ORD000564,user0137,남,40대,경기,SSD,8,148661,1189288,2025-12-08
ORD000565,user0261,남,10대,인천,SSD,6,452663,2715978,2025-02-24
ORD000566,user0091,여,10대,인천,웹캠,4,40014,160056,2025-05-02
ORD000567,user0039,남,60대,서울,프린터,2,453822,907644,2025-06-24
ORD000568,user0080,여,60대,대구,SSD,10,37900,379000,2025-12-07
ORD000569,user0063,남,60대,인천,모니터,2,322160,644320,2025-02-11
ORD000570,user0368,남,10대,광주,SSD,3,49079,147237,2025-12-18
ORD000571,user0026,남,40대,대구,스피커,4,111215,444860,2025-09-29
ORD000572,user0419,남,60대,기타,웹캠,4,250584,1002336,2025-12-28
ORD000573,user0148,남,40대,인천,USB,3,247001,741003,2025-01-04
ORD000574,user0499,남,30대,인천,CPU,2,93196,186392,2025-10-05
ORD000575,user0359,남,60대,경기,모니터,10,100271,1002710,2025-04-06
ORD000576,user0117,남,40대,대전,웹캠,6,397511,2385066,2025-07-31
ORD000577,user0147,남,40대,대전,그래픽카드,9,336856,3031704,2025-06-26
ORD000578,user0004,여,30대,인천,키보드,4,279161,1116644,2025-02-01
ORD000579,user0177,남,50대,광주,키보드,2,259957,519914,2025-12-12
ORD000580,user0382,남,30대,대구,프린터,8,7290,58320,2025-12-15
ORD000581,user0492,남,50대,대전,프린터,10,356569,3565690,2025-06-13
ORD000582,user0381,여,30대,기타,이어폰,8,188754,1510032,2025-09-08
ORD000583,user0382,남,20대,인천,노트북,6,287217,1723302,2025-12-20
ORD000584,user0239,여,30대,광주,충전기,6,215817,1294902,2025-08-26
ORD000585,user0073,여,40대,서울,그래픽카드,8,81050,648400,2025-03-13
ORD000586,user0446,남,40대,대구,노트북,6,200993,1205958,2025-08-11
ORD000587,user0304,남,20대,경기,노트북,3,80187,240561,2025-07-20
ORD000588,user0139,여,20대,서울,충전기,8,79590,636720,2025-07-20
ORD000589,user0425,여,20대,부산,충전기,3,160133,480399,2025-11-07
ORD000590,user0223,남,40대,서울,스마트폰,8,227941,1823528,2025-02-24
ORD000591,user0362,여,50대,대전,마우스,2,170493,340986,2025-05-01
ORD000592,user0254,남,40대,기타,노트북,9,495580,4460220,2025-06-07
ORD000593,user0323,여,60대,광주,웹캠,3,178513,535539,2025-03-04
ORD000594,user0272,여,30대,대구,SSD,10,68857,688570,2025-12-19
ORD000595,user0290,여,10대,서울,충전기,3,194759,584277,2025-07-09
ORD000596,user0108,여,60대,부산,CPU,7,130032,910224,2025-06-10
ORD000597,user0144,여,50대,대구,프린터,8,413513,3308104,2025-04-10
ORD000598,user0401,남,60대,부산,그래픽카드,3,169733,509199,2025-05-08
ORD000599,user0241,남,30대,경기,태블릿,8,296330,2370640,2025-03-17
ORD000600,user0042,여,40대,대전,키보드,10,169639,1696390,2025-08-19
ORD000601,user0099,여,60대,인천,스마트폰,7,408598,2860186,2025-01-31
ORD000602,user0115,남,30대,대구,그래픽카드,8,130281,1042248,2025-11-14
ORD000603,user0075,여,30대,기타,스마트폰,8,295585,2364680,2025-11-06
ORD000604,user0422,남,50대,경기,이어폰,9,105888,952992,2025-02-01
ORD000605,user0410,여,20대,광주,태블릿,4,275465,1101860,2025-12-25
ORD000606,user0134,남,20대,대전,노트북,1,157330,157330,2025-01-15
ORD000607,user0189,여,70대,인천,충전기,7,42266,295862,2025-11-17
ORD000608,user0081,여,70대,대구,키보드,7,292118,2044826,2025-05-21
ORD000609,user0102,여,30대,인천,웹캠,8,145676,1165408,2025-03-07
ORD000610,user0064,남,70대,대구,USB,6,9889,59334,2025-09-02
ORD000611,user0162,여,50대,서울,스피커,6,75319,451914,2025-08-11
ORD000612,user0092,여,50대,서울,스피커,6,208375,1250250,2025-05-25
ORD000613,user0388,남,50대,서울,프린터,6,297546,1785276,2026-01-01
ORD000614,user0033,남,20대,인천,키보드,3,261401,784203,2025-09-25
ORD000615,user0366,남,10대,대구,스마트폰,3,493895,1481685,2025-06-23
ORD000616,user0176,남,40대,광주,USB,2,217343,434686,2025-02-01
ORD000617,user0329,여,60대,인천,USB,9,219288,1973592,2025-02-15
ORD000618,user0082,남,70대,대전,모니터,4,236142,944568,2025-05-03
ORD000619,user0350,남,10대,부산,충전기,1,339039,339039,2025-01-22
ORD000620,user0389,남,20대,인천,USB,1,115819,115819,2025-06-13
ORD000621,user0388,여,10대,대전,충전기,6,204174,1225044,2025-01-13
ORD000622,user0035,남,20대,서울,모니터,7,289374,2025618,2025-04-28
ORD000623,user0004,여,60대,경기,웹캠,10,258669,2586690,2025-07-08
ORD000624,user0425,남,40대,부산,마우스,9,472114,4249026,2025-10-02
ORD000625,user0322,여,30대,대구,USB,1,480828,480828,2025-07-18
ORD000626,user0104,여,30대,부산,스마트폰,3,438687,1316061,2025-05-14
ORD000627,user0334,여,40대,서울,충전기,7,63478,444346,2025-11-05
ORD000628,user0208,남,20대,경기,노트북,9,404710,3642390,2025-07-18
ORD000629,user0478,남,20대,대전,그래픽카드,2,390448,780896,2025-12-20
ORD000630,user0304,여,30대,기타,노트북,4,465861,1863444,2025-11-28
ORD000631,user0456,여,20대,서울,이어폰,4,298190,1192760,2025-01-07
ORD000632,user0093,여,20대,기타,프린터,4,435942,1743768,2025-07-18
ORD000633,user0201,남,40대,기타,USB,6,241063,1446378,2025-11-02
ORD000634,user0342,남,10대,경기,CPU,5,417810,2089050,2025-01-01
ORD000635,user0026,남,30대,서울,이어폰,1,325679,325679,2025-08-16
ORD000636,user0291,남,10대,서울,스마트폰,7,383073,2681511,2025-04-21
ORD000637,user0380,여,10대,대전,태블릿,4,222860,891440,2025-12-01
ORD000638,user0395,남,10대,대전,마우스,1,156959,156959,2025-05-15
ORD000639,user0478,남,10대,서울,CPU,8,488653,3909224,2025-09-01
ORD000640,user0058,남,60대,부산,충전기,3,8520,25560,2025-10-24
ORD000641,user0139,남,60대,기타,키보드,9,144201,1297809,2025-12-21
ORD000642,user0034,여,60대,광주,노트북,3,113971,341913,2025-01-20
ORD000643,user0426,여,40대,인천,노트북,8,227748,1821984,2025-10-23
ORD000644,user0033,여,60대,대전,프린터,1,345252,345252,2025-09-03
ORD000645,user0137,남,60대,대전,그래픽카드,4,421448,1685792,2025-04-07
ORD000646,user0230,남,60대,서울,그래픽카드,4,362588,1450352,2025-10-16
ORD000647,user0488,여,70대,부산,프린터,7,294047,2058329,2025-01-25
ORD000648,user0046,여,40대,기타,USB,5,191859,959295,2025-03-25
ORD000649,user0462,여,60대,인천,스마트폰,6,346296,2077776,2025-11-24
ORD000650,user0090,여,30대,기타,스마트폰,6,214386,1286316,2025-05-30
ORD000651,user0345,여,60대,광주,스마트폰,3,427889,1283667,2025-08-10
ORD000652,user0130,남,30대,대구,스피커,2,316701,633402,2025-08-27
ORD000653,user0277,남,10대,대구,USB,8,396157,3169256,2025-11-17
ORD000654,user0175,남,70대,인천,그래픽카드,3,314939,944817,2025-04-16
ORD000655,user0422,여,10대,서울,USB,7,43857,306999,2025-02-23
ORD000656,user0131,남,60대,부산,스피커,10,3118,31180,2025-12-30
ORD000657,user0060,여,60대,대구,USB,6,257471,1544826,2025-07-22
ORD000658,user0420,여,20대,대구,프린터,9,345400,3108600,2025-07-28
ORD000659,user0328,여,20대,부산,프린터,2,119391,238782,2025-01-01
ORD000660,user0056,여,20대,경기,프린터,9,420396,3783564,2025-06-06
ORD000661,user0208,여,70대,부산,USB,4,397257,1589028,2025-11-23
ORD000662,user0418,남,10대,서울,노트북,2,499886,999772,2025-06-01
ORD000663,user0096,남,10대,대전,충전기,2,109573,219146,2025-03-02
ORD000664,user0184,여,10대,대전,스마트폰,7,496386,3474702,2025-07-18
ORD000665,user0156,여,50대,기타,스피커,6,110286,661716,2025-11-11
ORD000666,user0348,여,10대,기타,스마트폰,10,22954,229540,2025-06-29
ORD000667,user0359,여,70대,광주,SSD,1,135103,135103,2025-10-03
ORD000668,user0353,여,60대,기타,노트북,2,222617,445234,2025-07-14
ORD000669,user0389,남,40대,대전,USB,1,256563,256563,2025-02-17
ORD000670,user0371,남,40대,광주,프린터,2,129654,259308,2025-06-22
ORD000671,user0241,남,30대,대전,USB,4,317464,1269856,2025-12-27
ORD000672,user0315,여,10대,서울,스피커,8,114537,916296,2025-03-07
ORD000673,user0346,남,50대,기타,키보드,10,453312,4533120,2025-09-15
ORD000674,user0141,여,70대,서울,이어폰,3,243839,731517,2025-10-27
ORD000675,user0265,여,20대,기타,이어폰,2,367066,734132,2025-03-25
ORD000676,user0308,여,40대,경기,스피커,1,153193,153193,2025-03-21
ORD000677,user0247,여,20대,서울,태블릿,2,105397,210794,2025-12-01
ORD000678,user0193,남,30대,인천,모니터,3,405992,1217976,2025-06-24
ORD000679,user0253,남,60대,기타,SSD,10,444305,4443050,2025-12-25
ORD000680,user0085,남,20대,서울,충전기,2,54235,108470,2025-09-12
ORD000681,user0358,여,10대,대구,스피커,6,417461,2504766,2025-10-06
ORD000682,user0243,남,30대,광주,USB,2,220479,440958,2025-12-26
ORD000683,user0034,남,30대,대구,충전기,7,36095,252665,2025-07-25
ORD000684,user0125,남,10대,서울,마우스,9,482964,4346676,2025-02-14
ORD000685,user0341,남,40대,대구,USB,10,98932,989320,2025-05-15
ORD000686,user0498,남,50대,광주,키보드,8,36032,288256,2025-10-14
ORD000687,user0104,남,30대,인천,프린터,1,122764,122764,2025-12-26
ORD000688,user0191,남,50대,서울,키보드,7,6868,48076,2025-09-26
ORD000689,user0272,남,30대,인천,스마트폰,5,308008,1540040,2025-05-05
ORD000690,user0110,남,60대,기타,충전기,8,421072,3368576,2025-09-03
ORD000691,user0089,여,50대,경기,마우스,4,52929,211716,2025-12-08
ORD000692,user0262,남,70대,경기,충전기,3,450758,1352274,2025-09-20
ORD000693,user0085,남,60대,광주,그래픽카드,2,297829,595658,2025-11-17
ORD000694,user0116,여,40대,서울,SSD,6,492576,2955456,2025-08-10
ORD000695,user0165,여,10대,부산,스피커,1,457481,457481,2025-07-11
ORD000696,user0311,남,60대,인천,충전기,7,236839,1657873,2025-11-11
ORD000697,user0209,남,20대,대전,충전기,9,466957,4202613,2025-02-08
ORD000698,user0016,여,10대,경기,프린터,7,315479,2208353,2025-03-16
ORD000699,user0143,여,30대,기타,스피커,1,194735,194735,2025-06-24
ORD000700,user0275,여,30대,기타,USB,5,439474,2197370,2025-09-07
ORD000701,user0447,남,40대,대구,키보드,7,398105,2786735,2025-12-21
ORD000702,user0273,남,30대,대전,CPU,8,180521,1444168,2025-05-19
ORD000703,user0263,남,30대,대구,CPU,5,312654,1563270,2025-05-03
ORD000704,user0179,여,20대,대구,USB,10,101278,1012780,2025-12-13
ORD000705,user0136,여,60대,부산,SSD,7,147025,1029175,2025-11-10
ORD000706,user0395,여,20대,대구,프린터,3,421607,1264821,2025-10-05
ORD000707,user0105,여,50대,인천,키보드,9,169371,1524339,2025-05-30
ORD000708,user0307,여,20대,기타,스마트폰,4,108863,435452,2025-05-06
ORD000709,user0368,여,50대,기타,USB,7,254935,1784545,2025-06-24
ORD000710,user0311,남,30대,경기,태블릿,3,134549,403647,2025-10-09
ORD000711,user0035,남,70대,대전,CPU,7,2712,18984,2025-09-11
ORD000712,user0282,여,50대,광주,모니터,8,491078,3928624,2025-05-17
ORD000713,user0322,여,50대,경기,충전기,1,225241,225241,2025-08-12
ORD000714,user0062,남,20대,경기,스마트폰,7,165176,1156232,2025-01-28
ORD000715,user0036,여,10대,대전,마우스,1,445163,445163,2025-02-19
ORD000716,user0021,남,10대,경기,스마트폰,7,108422,758954,2025-11-16
ORD000717,user0221,남,20대,부산,웹캠,5,149996,749980,2025-11-06
ORD000718,user0137,여,70대,부산,마우스,10,395121,3951210,2025-01-12
ORD000719,user0163,남,20대,광주,모니터,9,307247,2765223,2025-10-05
ORD000720,user0489,남,10대,대전,SSD,10,10143,101430,2025-09-06
ORD000721,user0127,여,20대,부산,충전기,2,51165,102330,2025-11-09
ORD000722,user0089,남,30대,경기,노트북,3,468604,1405812,2025-05-03
ORD000723,user0297,여,40대,부산,모니터,5,229166,1145830,2025-02-21
ORD000724,user0365,여,40대,인천,프린터,2,215189,430378,2025-07-16
ORD000725,user0195,남,50대,대전,모니터,10,394579,3945790,2025-12-11
ORD000726,user0405,여,30대,서울,충전기,8,229930,1839440,2025-09-17
ORD000727,user0430,여,50대,부산,스마트폰,10,204371,2043710,2025-03-15
ORD000728,user0429,여,20대,광주,모니터,2,316072,632144,2025-04-22
ORD000729,user0208,여,20대,대전,CPU,6,186212,1117272,2025-04-29
ORD000730,user0450,여,10대,부산,스피커,7,315801,2210607,2025-12-24
ORD000731,user0366,남,40대,대구,스마트폰,2,238107,476214,2025-07-15
ORD000732,user0224,여,40대,경기,태블릿,1,258403,258403,2025-05-11
ORD000733,user0138,여,30대,기타,마우스,6,120829,724974,2025-03-28
